"";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"duration";"campaign";"pdays";"previous";"poutcome";"complete"
"19627";48;"technician";"single";"secondary";"no";309;"no";"no";7;190;2;-1;0;"unknown";"no"
"41765";57;"admin.";"married";"secondary";"no";3927;"no";"no";13;61;1;-1;0;"unknown";"no"
"40095";24;"student";"single";"secondary";"no";1957;"no";"no";4;113;1;-1;0;"unknown";"no"
"34668";48;"blue-collar";"married";"secondary";"no";2345;"yes";"yes";5;306;2;-1;0;"unknown";"no"
"23370";54;"management";"married";"tertiary";"no";2437;"no";"no";27;1176;8;-1;0;"unknown";"no"
"6673";39;"blue-collar";"single";"secondary";"no";412;"no";"no";28;210;1;-1;0;"unknown";"no"
"15308";46;"housemaid";"married";"primary";"no";238;"no";"yes";18;85;2;-1;0;"unknown";"no"
"14145";50;"management";"married";"tertiary";"no";383;"no";"yes";11;502;2;-1;0;"unknown";"no"
"41120";36;"admin.";"married";"secondary";"no";953;"yes";"no";17;80;1;81;2;"failure";"no"
"36400";53;"blue-collar";"married";"secondary";"no";248;"yes";"no";11;193;2;-1;0;"unknown";"no"
"29366";46;"technician";"married";"secondary";"no";317;"yes";"yes";2;24;7;250;1;"failure";"no"
"12594";47;"technician";"married";"secondary";"no";321;"yes";"yes";4;111;1;-1;0;"unknown";"no"
"8006";34;"blue-collar";"married";"secondary";"no";516;"yes";"yes";2;26;1;-1;0;"unknown";"no"
"14500";55;"blue-collar";"married";"primary";"no";284;"no";"yes";14;252;4;-1;0;"unknown";"no"
"26480";50;"management";"married";"secondary";"yes";421;"no";"no";20;22;5;-1;0;"unknown";"no"
"2513";45;"blue-collar";"married";"secondary";"no";8680;"yes";"no";13;503;1;-1;0;"unknown";"no"
"42160";42;"management";"married";"tertiary";"no";603;"yes";"no";5;298;5;-1;0;"unknown";"no"
"40453";50;"self-employed";"married";"secondary";"no";2137;"no";"no";3;64;1;-1;0;"unknown";"no"
"40670";46;"management";"married";"secondary";"no";5127;"no";"no";6;472;1;-1;0;"unknown";"no"
"14377";52;"self-employed";"married";"secondary";"no";248;"no";"yes";14;245;3;-1;0;"unknown";"no"
"32819";35;"blue-collar";"married";"secondary";"no";199;"yes";"no";17;203;1;344;3;"failure";"no"
"10630";55;"technician";"married";"tertiary";"no";4359;"no";"no";16;394;2;-1;0;"unknown";"no"
"14433";40;"services";"single";"secondary";"no";160;"no";"no";14;123;3;-1;0;"unknown";"no"
"24493";38;"management";"married";"tertiary";"no";425;"yes";"no";17;240;1;181;1;"failure";"no"
"4861";41;"technician";"married";"secondary";"no";2490;"yes";"no";21;115;2;-1;0;"unknown";"no"
"2829";40;"unemployed";"married";"secondary";"no";3382;"yes";"no";14;125;1;-1;0;"unknown";"no"
"21049";31;"management";"single";"tertiary";"no";10112;"yes";"no";14;90;4;-1;0;"unknown";"no"
"20743";33;"technician";"married";"secondary";"no";390;"no";"no";13;460;2;-1;0;"unknown";"no"
"35960";24;"services";"single";"secondary";"no";281;"yes";"no";8;211;2;337;3;"other";"no"
"17582";45;"blue-collar";"married";"primary";"no";193;"yes";"yes";29;116;2;-1;0;"unknown";"no"
"13931";59;"technician";"married";"secondary";"no";925;"yes";"no";10;96;1;-1;0;"unknown";"no"
"44983";46;"admin.";"married";"secondary";"no";171;"yes";"yes";11;251;1;430;1;"failure";"no"
"6773";29;"management";"single";"tertiary";"no";5980;"yes";"no";28;317;1;-1;0;"unknown";"no"
"22480";49;"management";"married";"tertiary";"no";234;"no";"no";22;55;6;-1;0;"unknown";"no"
"32712";30;"housemaid";"single";"tertiary";"no";2017;"yes";"no";17;108;5;-1;0;"unknown";"no"
"21472";55;"unemployed";"married";"secondary";"no";549;"no";"no";18;43;5;-1;0;"unknown";"no"
"25646";30;"management";"single";"tertiary";"no";2708;"no";"no";19;479;1;-1;0;"unknown";"no"
"25209";36;"blue-collar";"married";"secondary";"no";801;"yes";"yes";18;250;2;-1;0;"unknown";"no"
"4745";32;"technician";"married";"tertiary";"no";514;"yes";"no";20;414;2;-1;0;"unknown";"no"
"20797";49;"blue-collar";"married";"primary";"no";737;"no";"no";13;100;2;-1;0;"unknown";"no"
"10512";37;"blue-collar";"single";"secondary";"no";1120;"no";"no";16;187;3;-1;0;"unknown";"no"
"13917";36;"admin.";"married";"secondary";"no";786;"yes";"yes";10;148;1;-1;0;"unknown";"no"
"42040";55;"management";"married";"tertiary";"no";13578;"no";"no";29;247;2;-1;0;"unknown";"no"
"32013";32;"admin.";"single";"secondary";"no";410;"yes";"no";14;129;1;-1;0;"unknown";"no"
"23957";36;"technician";"single";"tertiary";"no";268;"no";"no";29;54;12;-1;0;"unknown";"no"
"9369";38;"management";"married";"secondary";"no";794;"yes";"no";6;50;3;-1;0;"unknown";"no"
"23637";60;"self-employed";"married";"secondary";"no";1690;"no";"no";28;64;11;-1;0;"unknown";"no"
"15713";37;"management";"married";"tertiary";"no";1893;"no";"yes";21;353;2;-1;0;"unknown";"no"
"36313";42;"admin.";"single";"secondary";"no";1453;"yes";"no";11;264;1;-1;0;"unknown";"no"
"4944";39;"retired";"married";"tertiary";"no";855;"yes";"no";21;786;2;-1;0;"unknown";"no"
"28927";53;"services";"married";"secondary";"no";660;"no";"no";2;210;1;272;2;"failure";"no"
"8037";45;"services";"married";"secondary";"no";759;"yes";"no";2;172;2;-1;0;"unknown";"no"
"42686";66;"retired";"married";"secondary";"no";154;"no";"no";15;66;2;-1;0;"unknown";"no"
"9873";57;"housemaid";"married";"primary";"no";473;"no";"no";9;87;1;-1;0;"unknown";"no"
"30741";32;"management";"single";"tertiary";"no";2770;"no";"no";6;44;9;-1;0;"unknown";"no"
"7320";52;"management";"single";"tertiary";"no";2076;"yes";"no";29;112;1;-1;0;"unknown";"no"
"6177";56;"management";"single";"tertiary";"no";408;"yes";"no";27;274;1;-1;0;"unknown";"no"
"31203";33;"technician";"married";"secondary";"no";218;"yes";"yes";2;169;4;-1;0;"unknown";"no"
"31664";59;"services";"married";"primary";"no";1562;"yes";"no";6;471;2;270;1;"other";"no"
"40730";57;"entrepreneur";"married";"secondary";"no";905;"no";"no";7;121;1;-1;0;"unknown";"no"
"11732";31;"blue-collar";"married";"primary";"no";224;"yes";"no";20;20;19;-1;0;"unknown";"no"
"42810";32;"management";"single";"tertiary";"no";530;"yes";"no";29;131;1;127;3;"failure";"no"
"7606";52;"technician";"married";"tertiary";"no";1405;"yes";"yes";30;255;1;-1;0;"unknown";"no"
"27183";38;"technician";"single";"secondary";"no";8381;"no";"no";21;98;1;-1;0;"unknown";"no"
"2577";51;"technician";"married";"secondary";"no";12061;"yes";"no";13;332;1;-1;0;"unknown";"no"
"10255";40;"services";"single";"secondary";"no";316;"no";"no";11;122;5;-1;0;"unknown";"no"
"9424";55;"blue-collar";"single";"secondary";"no";4053;"no";"no";6;182;2;-1;0;"unknown";"no"
"39560";31;"management";"single";"tertiary";"no";816;"yes";"no";26;302;1;40;1;"failure";"no"
"14938";43;"entrepreneur";"single";"secondary";"no";5705;"no";"yes";16;173;2;-1;0;"unknown";"no"
"24549";45;"management";"married";"tertiary";"no";1932;"yes";"no";17;146;1;-1;0;"unknown";"no"
"3004";54;"blue-collar";"married";"secondary";"no";1480;"yes";"no";14;108;1;-1;0;"unknown";"no"
"41816";48;"housemaid";"single";"primary";"no";1630;"no";"no";15;125;1;-1;0;"unknown";"no"
"41261";35;"admin.";"single";"secondary";"no";1810;"yes";"no";25;52;2;92;2;"failure";"no"
"14083";55;"management";"married";"tertiary";"no";561;"no";"yes";11;318;2;-1;0;"unknown";"no"
"19816";30;"technician";"single";"tertiary";"no";2427;"no";"no";8;261;2;-1;0;"unknown";"no"
"7080";43;"technician";"single";"secondary";"no";11269;"no";"no";29;92;1;-1;0;"unknown";"no"
"30803";40;"blue-collar";"married";"primary";"no";451;"yes";"no";6;356;3;262;1;"failure";"no"
"35397";35;"blue-collar";"single";"secondary";"no";2227;"yes";"no";7;219;1;-1;0;"unknown";"no"
"31843";36;"management";"single";"tertiary";"no";223;"yes";"no";8;281;3;-1;0;"unknown";"no"
"5178";33;"technician";"single";"secondary";"no";4369;"yes";"no";21;433;3;-1;0;"unknown";"no"
"23546";50;"blue-collar";"married";"primary";"no";403;"no";"no";28;119;6;-1;0;"unknown";"no"
"26184";41;"services";"married";"secondary";"no";3992;"yes";"no";20;281;2;-1;0;"unknown";"no"
"43897";83;"retired";"married";"tertiary";"no";4761;"no";"no";9;294;2;93;1;"success";"no"
"19419";49;"admin.";"married";"secondary";"no";284;"yes";"no";6;131;3;-1;0;"unknown";"no"
"21319";30;"technician";"single";"secondary";"no";796;"yes";"yes";18;315;4;-1;0;"unknown";"no"
"4260";60;"blue-collar";"married";"secondary";"no";171;"yes";"no";19;219;2;-1;0;"unknown";"no"
"34649";50;"blue-collar";"married";"secondary";"no";716;"yes";"no";5;444;2;-1;0;"unknown";"no"
"11751";35;"admin.";"married";"secondary";"no";165;"no";"yes";20;109;1;-1;0;"unknown";"no"
"3021";50;"blue-collar";"married";"secondary";"no";606;"yes";"no";14;673;2;-1;0;"unknown";"no"
"10277";35;"blue-collar";"married";"secondary";"no";728;"yes";"no";12;410;16;-1;0;"unknown";"no"
"14847";31;"technician";"single";"secondary";"no";105;"yes";"no";16;72;1;-1;0;"unknown";"no"
"33499";35;"blue-collar";"single";"primary";"no";1277;"yes";"no";20;143;4;-1;0;"unknown";"no"
"33013";35;"technician";"single";"secondary";"no";362;"yes";"no";17;54;2;-1;0;"unknown";"no"
"38468";48;"blue-collar";"single";"primary";"no";244;"yes";"no";15;54;5;-1;0;"unknown";"no"
"5637";31;"blue-collar";"married";"secondary";"no";1495;"yes";"yes";23;159;3;-1;0;"unknown";"no"
"33154";34;"management";"single";"tertiary";"no";8038;"yes";"no";20;29;3;152;1;"failure";"no"
"8988";51;"management";"single";"tertiary";"no";119;"no";"no";5;112;2;-1;0;"unknown";"no"
"20194";34;"technician";"single";"secondary";"no";1763;"no";"no";11;246;2;-1;0;"unknown";"no"
"9919";55;"housemaid";"married";"primary";"no";2603;"no";"no";9;559;1;-1;0;"unknown";"no"
"12644";28;"admin.";"married";"secondary";"no";934;"yes";"no";4;53;2;-1;0;"unknown";"no"
"29308";49;"unemployed";"married";"primary";"no";157;"yes";"no";2;131;2;-1;0;"unknown";"no"
"34489";41;"blue-collar";"single";"secondary";"no";537;"yes";"no";5;233;1;-1;0;"unknown";"no"
"16206";26;"management";"married";"secondary";"no";288;"yes";"no";22;714;1;-1;0;"unknown";"no"
"2925";57;"admin.";"single";"primary";"no";628;"yes";"yes";14;191;1;-1;0;"unknown";"no"
"34328";36;"admin.";"single";"secondary";"no";115;"no";"no";4;134;3;91;1;"failure";"no"
"38736";33;"admin.";"single";"tertiary";"no";701;"yes";"no";18;59;2;-1;0;"unknown";"no"
"11661";38;"blue-collar";"single";"secondary";"no";3054;"no";"no";20;24;11;-1;0;"unknown";"no"
"442";34;"technician";"single";"tertiary";"no";242;"yes";"no";6;112;1;-1;0;"unknown";"no"
"6219";36;"entrepreneur";"married";"tertiary";"no";271;"yes";"no";27;322;2;-1;0;"unknown";"no"
"21009";57;"retired";"married";"secondary";"no";663;"no";"no";14;107;2;-1;0;"unknown";"no"
"20518";42;"unemployed";"single";"secondary";"no";759;"no";"no";12;126;3;-1;0;"unknown";"no"
"41603";25;"management";"single";"tertiary";"no";553;"yes";"no";17;113;4;479;1;"failure";"no"
"16247";41;"admin.";"single";"tertiary";"no";982;"no";"no";23;105;1;-1;0;"unknown";"no"
"5454";32;"management";"married";"tertiary";"no";1522;"yes";"no";23;302;3;-1;0;"unknown";"no"
"27465";45;"blue-collar";"married";"secondary";"no";3169;"no";"no";21;39;1;-1;0;"unknown";"no"
"12243";36;"blue-collar";"single";"secondary";"no";1237;"yes";"no";20;310;2;-1;0;"unknown";"no"
"35240";33;"self-employed";"single";"tertiary";"no";544;"yes";"no";7;155;1;-1;0;"unknown";"no"
"33234";35;"blue-collar";"married";"secondary";"no";360;"yes";"no";20;24;1;152;3;"failure";"no"
"41531";67;"self-employed";"married";"tertiary";"no";1979;"no";"no";10;105;2;-1;0;"unknown";"no"
"13092";39;"services";"single";"secondary";"no";230;"no";"yes";8;106;1;-1;0;"unknown";"no"
"25893";30;"admin.";"married";"secondary";"no";2074;"no";"no";19;98;1;-1;0;"unknown";"no"
"21586";55;"management";"married";"tertiary";"no";2537;"no";"no";19;97;5;-1;0;"unknown";"no"
"32975";51;"blue-collar";"married";"primary";"no";216;"yes";"no";17;666;3;274;3;"failure";"no"
"36283";55;"management";"single";"tertiary";"no";8044;"yes";"no";11;175;5;333;19;"other";"no"
"16362";45;"blue-collar";"single";"primary";"no";308;"yes";"no";23;191;2;-1;0;"unknown";"no"
"3793";32;"blue-collar";"married";"primary";"no";1877;"yes";"no";16;601;1;-1;0;"unknown";"no"
"22794";46;"technician";"married";"secondary";"no";518;"no";"no";25;68;6;-1;0;"unknown";"no"
"23764";36;"technician";"married";"secondary";"no";4542;"yes";"no";28;76;16;-1;0;"unknown";"no"
"29920";32;"technician";"married";"secondary";"no";767;"yes";"yes";4;42;1;-1;0;"unknown";"no"
"15742";31;"entrepreneur";"single";"secondary";"no";131;"yes";"no";21;157;1;-1;0;"unknown";"no"
"26551";32;"blue-collar";"married";"primary";"no";726;"yes";"no";20;188;2;-1;0;"unknown";"no"
"39993";45;"technician";"married";"secondary";"no";406;"yes";"no";3;240;1;307;10;"other";"no"
"28818";31;"management";"married";"tertiary";"no";1400;"yes";"no";30;175;2;2;1;"other";"no"
"33990";60;"retired";"married";"primary";"no";7791;"no";"no";30;141;1;-1;0;"unknown";"no"
"27342";57;"technician";"married";"secondary";"no";7766;"yes";"no";21;220;1;-1;0;"unknown";"no"
"10358";36;"blue-collar";"married";"primary";"no";4138;"no";"no";12;174;1;-1;0;"unknown";"no"
"21461";49;"services";"married";"tertiary";"no";306;"yes";"no";18;285;7;-1;0;"unknown";"no"
"31642";41;"blue-collar";"married";"secondary";"no";790;"yes";"no";6;173;1;-1;0;"unknown";"no"
"34217";36;"technician";"married";"tertiary";"no";911;"yes";"yes";4;275;3;-1;0;"unknown";"no"
"23251";32;"technician";"single";"secondary";"no";1107;"no";"no";27;113;8;-1;0;"unknown";"no"
"36546";41;"blue-collar";"married";"primary";"no";194;"yes";"no";12;201;1;-1;0;"unknown";"no"
"30617";40;"admin.";"married";"secondary";"no";767;"yes";"no";6;168;1;-1;0;"unknown";"no"
"13585";25;"services";"single";"secondary";"no";281;"no";"yes";9;173;1;-1;0;"unknown";"no"
"39732";29;"services";"married";"secondary";"no";3748;"no";"no";28;322;3;-1;0;"unknown";"no"
"17928";47;"self-employed";"married";"tertiary";"no";192;"no";"no";30;120;6;-1;0;"unknown";"no"
"38023";41;"admin.";"single";"secondary";"no";783;"yes";"yes";14;135;3;363;2;"failure";"no"
"17040";29;"entrepreneur";"single";"secondary";"no";158;"yes";"no";25;241;2;-1;0;"unknown";"no"
"44271";49;"admin.";"married";"secondary";"no";197;"yes";"no";23;125;1;101;3;"success";"no"
"43832";28;"student";"single";"tertiary";"no";118;"no";"no";31;85;2;35;5;"other";"no"
"28611";38;"management";"married";"tertiary";"no";358;"no";"no";29;151;2;-1;0;"unknown";"no"
"34344";29;"blue-collar";"single";"secondary";"no";369;"yes";"no";4;174;5;346;3;"failure";"no"
"24204";49;"management";"married";"tertiary";"no";1533;"no";"no";17;324;1;172;1;"failure";"no"
"28429";53;"retired";"single";"secondary";"no";246;"yes";"no";29;158;2;247;1;"failure";"no"
"12232";40;"blue-collar";"married";"secondary";"no";925;"yes";"yes";20;22;8;-1;0;"unknown";"no"
"28134";40;"technician";"married";"secondary";"no";232;"no";"no";29;366;1;-1;0;"unknown";"no"
"36490";39;"services";"married";"secondary";"no";2040;"yes";"no";12;312;6;-1;0;"unknown";"no"
"7777";35;"student";"single";"secondary";"no";2960;"yes";"no";30;123;2;-1;0;"unknown";"no"
"31411";43;"management";"married";"secondary";"no";3301;"yes";"yes";26;278;2;-1;0;"unknown";"no"
"35467";35;"blue-collar";"single";"secondary";"no";142;"yes";"no";7;266;2;168;1;"failure";"no"
"35508";31;"admin.";"married";"secondary";"no";799;"yes";"no";7;556;3;-1;0;"unknown";"no"
"194";42;"admin.";"married";"secondary";"no";445;"yes";"no";5;67;1;-1;0;"unknown";"no"
"24283";39;"management";"married";"secondary";"no";313;"yes";"no";17;125;1;-1;0;"unknown";"no"
"21589";36;"unemployed";"single";"tertiary";"no";734;"no";"no";19;276;2;-1;0;"unknown";"no"
"29042";30;"management";"married";"secondary";"no";503;"yes";"no";2;96;1;-1;0;"unknown";"no"
"15619";46;"technician";"married";"secondary";"no";399;"no";"no";21;156;1;-1;0;"unknown";"no"
"26081";45;"unemployed";"married";"tertiary";"no";1148;"no";"no";19;782;2;-1;0;"unknown";"no"
"909";44;"retired";"married";"secondary";"no";7624;"no";"no";7;126;5;-1;0;"unknown";"no"
"37129";44;"unemployed";"single";"secondary";"no";2108;"yes";"no";13;152;2;369;1;"other";"no"
"2305";39;"blue-collar";"married";"secondary";"no";661;"yes";"no";12;162;4;-1;0;"unknown";"no"
"23781";32;"technician";"single";"secondary";"no";792;"no";"no";29;193;2;-1;0;"unknown";"no"
"17869";39;"admin.";"married";"secondary";"no";406;"no";"no";30;253;5;-1;0;"unknown";"no"
"25542";31;"blue-collar";"married";"primary";"no";4728;"yes";"no";19;114;1;183;3;"other";"no"
"20305";35;"management";"married";"tertiary";"no";569;"no";"no";11;121;3;-1;0;"unknown";"no"
"9731";59;"housemaid";"married";"secondary";"no";345;"no";"no";9;38;1;-1;0;"unknown";"no"
"4776";35;"blue-collar";"married";"primary";"no";2730;"yes";"no";21;65;1;-1;0;"unknown";"no"
"35100";39;"unemployed";"married";"primary";"no";1147;"yes";"yes";6;232;2;363;5;"failure";"no"
"22710";54;"blue-collar";"married";"primary";"no";211;"no";"no";25;160;6;-1;0;"unknown";"no"
"35387";51;"blue-collar";"married";"secondary";"no";160;"yes";"no";7;136;1;359;1;"failure";"no"
"9492";41;"management";"single";"tertiary";"no";195;"no";"no";6;341;2;-1;0;"unknown";"no"
"34818";32;"blue-collar";"single";"primary";"no";1137;"yes";"yes";6;274;1;-1;0;"unknown";"no"
"19848";33;"technician";"single";"secondary";"no";671;"no";"no";8;45;2;-1;0;"unknown";"no"
"10682";53;"blue-collar";"married";"secondary";"no";1093;"yes";"yes";16;244;3;-1;0;"unknown";"no"
"15124";50;"technician";"single";"tertiary";"no";291;"no";"yes";17;219;1;-1;0;"unknown";"no"
"16287";47;"blue-collar";"married";"secondary";"no";4101;"yes";"no";23;105;1;-1;0;"unknown";"no"
"5983";58;"blue-collar";"married";"secondary";"no";343;"yes";"no";26;265;4;-1;0;"unknown";"no"
"41887";59;"unemployed";"married";"secondary";"no";561;"no";"no";19;323;2;-1;0;"unknown";"no"
"25515";33;"technician";"married";"tertiary";"no";575;"yes";"no";19;76;1;-1;0;"unknown";"no"
"31949";40;"management";"married";"tertiary";"no";1548;"yes";"no";13;101;3;-1;0;"unknown";"no"
"3227";42;"technician";"single";"tertiary";"no";2157;"yes";"yes";15;260;1;-1;0;"unknown";"no"
"15753";26;"management";"single";"secondary";"no";609;"yes";"no";21;594;1;-1;0;"unknown";"no"
"3611";42;"blue-collar";"married";"primary";"no";2519;"yes";"no";15;262;4;-1;0;"unknown";"no"
"41005";48;"self-employed";"married";"secondary";"no";1559;"no";"no";13;344;1;190;2;"failure";"no"
"39496";30;"admin.";"married";"secondary";"no";1165;"no";"no";25;205;1;35;2;"failure";"no"
"14931";60;"blue-collar";"married";"primary";"no";1477;"yes";"no";16;69;3;-1;0;"unknown";"no"
"666";41;"blue-collar";"married";"secondary";"no";140;"yes";"no";6;311;3;-1;0;"unknown";"no"
"11492";46;"blue-collar";"married";"secondary";"no";1120;"no";"yes";19;786;1;-1;0;"unknown";"no"
"2109";31;"management";"single";"tertiary";"no";4509;"yes";"no";12;207;3;-1;0;"unknown";"no"
"25929";43;"technician";"married";"primary";"no";4844;"yes";"no";19;434;1;-1;0;"unknown";"no"
"2619";49;"management";"married";"tertiary";"no";12482;"yes";"yes";13;46;3;-1;0;"unknown";"no"
"25249";50;"admin.";"single";"secondary";"no";5816;"yes";"no";18;119;2;-1;0;"unknown";"no"
"30370";46;"admin.";"married";"secondary";"no";939;"no";"no";5;69;2;8;1;"other";"no"
"39915";24;"student";"single";"secondary";"no";228;"no";"no";2;154;1;-1;0;"unknown";"no"
"43526";76;"retired";"single";"primary";"no";2693;"no";"no";23;109;5;184;2;"success";"no"
"27483";53;"self-employed";"single";"secondary";"no";186;"no";"no";21;92;2;-1;0;"unknown";"no"
"32722";50;"admin.";"single";"tertiary";"no";432;"yes";"no";17;329;1;-1;0;"unknown";"no"
"12827";27;"services";"married";"secondary";"no";221;"no";"yes";7;554;1;-1;0;"unknown";"no"
"20396";34;"technician";"single";"tertiary";"no";1039;"no";"no";11;342;3;-1;0;"unknown";"no"
"18257";56;"management";"married";"tertiary";"no";25290;"no";"no";31;81;12;-1;0;"unknown";"no"
"44903";69;"admin.";"married";"secondary";"no";813;"no";"no";28;237;2;-1;0;"unknown";"no"
"31337";28;"blue-collar";"single";"secondary";"no";387;"yes";"no";13;61;11;282;1;"other";"no"
"39726";39;"technician";"married";"tertiary";"no";437;"no";"no";27;186;2;-1;0;"unknown";"no"
"28543";48;"management";"single";"tertiary";"no";657;"no";"yes";29;251;2;-1;0;"unknown";"no"
"28819";32;"services";"single";"secondary";"no";130;"yes";"no";30;194;3;-1;0;"unknown";"no"
"23137";56;"admin.";"married";"secondary";"no";370;"no";"no";26;128;12;-1;0;"unknown";"no"
"11281";39;"blue-collar";"single";"secondary";"no";1967;"no";"no";18;156;9;-1;0;"unknown";"no"
"860";33;"services";"single";"secondary";"no";392;"yes";"yes";7;254;1;-1;0;"unknown";"no"
"27702";36;"technician";"married";"tertiary";"no";4932;"yes";"no";21;273;5;-1;0;"unknown";"no"
"27114";41;"management";"married";"tertiary";"no";9935;"no";"no";21;49;1;-1;0;"unknown";"no"
"15772";34;"services";"married";"secondary";"no";382;"yes";"yes";21;149;7;-1;0;"unknown";"no"
"15303";32;"admin.";"married";"secondary";"no";280;"yes";"no";18;59;4;-1;0;"unknown";"no"
"3492";47;"admin.";"married";"secondary";"no";257;"yes";"no";15;484;11;-1;0;"unknown";"no"
"41367";37;"unemployed";"married";"tertiary";"no";7620;"no";"no";31;164;3;98;3;"failure";"no"
"34906";33;"admin.";"married";"secondary";"no";680;"yes";"no";6;265;1;-1;0;"unknown";"no"
"33492";45;"management";"married";"tertiary";"no";21024;"yes";"no";20;73;4;-1;0;"unknown";"no"
"42926";33;"management";"married";"tertiary";"no";2750;"no";"no";5;242;1;-1;0;"unknown";"no"
"18879";49;"services";"married";"secondary";"no";3554;"no";"no";4;39;1;-1;0;"unknown";"no"
"22541";55;"management";"single";"tertiary";"no";1598;"no";"no";22;607;4;-1;0;"unknown";"no"
"11653";36;"student";"married";"tertiary";"no";408;"no";"no";20;112;3;-1;0;"unknown";"no"
"33139";33;"blue-collar";"married";"primary";"no";217;"yes";"no";20;198;1;339;3;"failure";"no"
"3348";46;"blue-collar";"married";"primary";"no";346;"yes";"no";15;402;1;-1;0;"unknown";"no"
"4870";31;"blue-collar";"married";"secondary";"no";1914;"yes";"no";21;192;1;-1;0;"unknown";"no"
"26672";38;"blue-collar";"married";"primary";"no";3289;"no";"no";20;340;2;164;2;"failure";"no"
"17875";56;"entrepreneur";"single";"tertiary";"no";2975;"no";"yes";30;28;13;-1;0;"unknown";"no"
"43921";31;"management";"single";"tertiary";"no";938;"no";"no";14;472;1;384;3;"failure";"no"
"9631";48;"blue-collar";"single";"primary";"no";10442;"no";"no";6;63;2;-1;0;"unknown";"no"
"12335";52;"admin.";"married";"secondary";"no";192;"no";"yes";26;93;1;-1;0;"unknown";"no"
"20808";35;"technician";"single";"tertiary";"no";2453;"yes";"no";13;119;2;-1;0;"unknown";"no"
"2462";44;"technician";"single";"secondary";"no";181;"no";"no";13;302;1;-1;0;"unknown";"no"
"4734";30;"technician";"single";"secondary";"no";659;"yes";"no";20;241;3;-1;0;"unknown";"no"
"3881";32;"admin.";"single";"secondary";"no";422;"yes";"no";16;221;2;-1;0;"unknown";"no"
"36956";34;"blue-collar";"married";"primary";"no";1309;"yes";"no";12;456;2;364;1;"failure";"no"
"1691";32;"blue-collar";"single";"secondary";"no";739;"yes";"no";9;171;1;-1;0;"unknown";"no"
"22883";30;"management";"single";"tertiary";"no";420;"no";"no";25;618;3;-1;0;"unknown";"no"
"14739";42;"blue-collar";"single";"secondary";"no";667;"yes";"no";15;419;8;-1;0;"unknown";"no"
"13071";34;"self-employed";"married";"tertiary";"no";191;"no";"no";8;59;1;-1;0;"unknown";"no"
"28403";47;"blue-collar";"married";"primary";"no";475;"yes";"yes";29;99;2;251;7;"other";"no"
"33517";36;"management";"married";"tertiary";"no";340;"yes";"no";20;68;2;-1;0;"unknown";"no"
"5658";43;"blue-collar";"married";"secondary";"no";470;"yes";"yes";26;185;1;-1;0;"unknown";"no"
"9615";57;"technician";"single";"secondary";"no";204;"no";"no";6;97;5;-1;0;"unknown";"no"
"29130";34;"technician";"married";"primary";"no";1301;"no";"no";2;56;1;-1;0;"unknown";"no"
"140";46;"blue-collar";"married";"secondary";"no";265;"yes";"no";5;541;1;-1;0;"unknown";"no"
"27074";31;"services";"single";"secondary";"no";831;"yes";"no";21;106;2;-1;0;"unknown";"no"
"8898";28;"blue-collar";"single";"secondary";"no";1103;"yes";"no";4;14;11;-1;0;"unknown";"no"
"13538";45;"admin.";"married";"secondary";"no";335;"no";"no";9;89;3;-1;0;"unknown";"no"
"22261";49;"services";"married";"secondary";"no";400;"no";"no";21;151;3;-1;0;"unknown";"no"
"30444";42;"technician";"married";"secondary";"no";315;"yes";"no";5;208;1;275;2;"failure";"no"
"12884";47;"housemaid";"married";"tertiary";"no";333;"no";"no";7;141;1;-1;0;"unknown";"no"
"33583";55;"admin.";"married";"secondary";"no";499;"yes";"yes";20;124;4;150;1;"other";"no"
"26589";34;"technician";"single";"tertiary";"no";2283;"no";"no";20;790;1;-1;0;"unknown";"no"
"45034";26;"admin.";"married";"tertiary";"no";319;"no";"no";15;88;1;-1;0;"unknown";"no"
"700";57;"management";"married";"tertiary";"no";2142;"yes";"no";6;251;3;-1;0;"unknown";"no"
"13672";37;"admin.";"single";"tertiary";"no";224;"yes";"no";9;128;2;-1;0;"unknown";"no"
"480";39;"management";"single";"secondary";"no";1877;"yes";"no";6;185;1;-1;0;"unknown";"no"
"20112";51;"management";"married";"tertiary";"no";385;"no";"no";11;39;2;-1;0;"unknown";"no"
"19711";51;"admin.";"married";"secondary";"no";101;"no";"no";7;217;3;-1;0;"unknown";"no"
"21778";56;"housemaid";"married";"primary";"no";605;"no";"no";19;207;6;-1;0;"unknown";"no"
"5898";39;"technician";"married";"secondary";"no";501;"no";"no";26;289;1;-1;0;"unknown";"no"
"3971";49;"management";"married";"primary";"no";267;"yes";"no";16;198;5;-1;0;"unknown";"no"
"2353";45;"blue-collar";"married";"primary";"no";323;"yes";"no";13;276;2;-1;0;"unknown";"no"
"11275";44;"services";"single";"secondary";"no";608;"yes";"yes";18;19;30;-1;0;"unknown";"no"
"30007";59;"blue-collar";"married";"primary";"no";616;"no";"no";4;253;3;215;2;"other";"no"
"37055";49;"blue-collar";"single";"secondary";"no";725;"yes";"no";13;29;6;348;4;"other";"no"
"4516";56;"entrepreneur";"married";"tertiary";"no";8741;"yes";"no";20;318;3;-1;0;"unknown";"no"
"43309";47;"housemaid";"single";"tertiary";"no";3232;"no";"no";16;294;1;274;2;"failure";"no"
